,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
108101,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108110,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108119,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108128,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108137,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108146,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-20,11,2,9.0,0.0
108155,190,2018,8,22,1,3,0,2,0,0,0,0,109.25,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108164,155,2018,8,22,1,2,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108173,193,2018,8,22,1,1,0,3,0,0,0,0,189.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108182,178,2018,8,22,1,3,0,1,0,0,0,0,106.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108191,7,2018,8,22,1,1,0,2,0,0,0,0,140.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108200,3,2018,8,22,1,3,0,2,0,0,0,0,98.56,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108209,142,2018,8,22,2,5,0,2,0,0,0,0,68.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108218,138,2018,8,22,1,3,0,3,0,0,0,0,135.45,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108227,47,2018,8,22,1,3,0,2,2,0,0,0,207.9,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108236,160,2018,8,22,1,2,1,3,0,0,0,0,146.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108245,8,2018,8,22,1,5,0,2,0,0,0,0,99.46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108254,110,2018,8,22,1,1,0,3,0,0,0,0,153.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108263,135,2018,8,22,1,5,0,2,0,0,0,0,72.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108272,148,2018,8,22,1,4,0,2,0,0,0,0,96.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108281,169,2018,8,22,1,1,0,3,0,0,0,0,137.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108290,148,2018,8,22,1,4,0,2,0,0,0,0,90.9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108299,3,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108308,130,2018,8,22,1,3,0,1,0,0,0,0,97.65,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108317,139,2018,8,22,1,3,0,2,0,0,0,0,103.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108326,47,2018,8,22,1,3,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108335,27,2018,8,22,1,2,0,2,0,0,0,0,139.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108344,194,2018,8,22,1,2,0,2,0,0,0,0,102.25,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108353,3,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108362,171,2018,8,22,1,1,0,3,0,0,0,0,137.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108371,114,2018,8,22,1,3,0,2,0,0,0,0,72.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108380,147,2018,8,22,1,2,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108389,169,2018,8,22,1,1,0,3,0,0,0,0,137.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108398,0,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108407,3,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108416,224,2018,8,22,3,5,0,2,0,0,0,0,72.76,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108425,116,2018,8,22,1,5,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108434,212,2018,8,22,1,4,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108443,173,2018,8,22,1,1,0,3,0,0,0,0,96.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108452,25,2018,8,22,1,2,0,2,0,0,0,0,110.46,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108461,221,2018,8,22,1,1,0,3,0,0,0,0,96.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108470,10,2018,8,22,1,4,0,3,0,0,0,0,160.16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108479,101,2018,8,22,1,3,0,2,0,0,0,0,72.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108488,17,2018,8,22,1,3,1,2,2,0,0,0,230.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108497,92,2018,8,22,1,3,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108506,31,2018,8,22,1,2,0,2,0,0,0,0,147.72,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108515,141,2018,8,22,1,3,0,2,0,0,0,0,103.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108524,17,2018,8,22,1,1,1,1,0,0,0,0,67.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108533,179,2018,8,22,1,0,0,2,0,0,0,0,114.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108542,160,2018,8,22,1,2,0,2,0,0,0,0,114.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108551,177,2018,8,22,2,5,0,2,0,0,0,0,84.39,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108560,116,2018,8,22,1,5,0,2,0,0,0,0,131.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108569,205,2018,8,22,1,3,0,2,0,0,0,0,89.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108578,51,2018,8,22,1,2,0,2,1,0,0,0,152.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108587,3,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108596,38,2018,8,22,3,6,0,3,0,0,0,0,159.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108605,92,2018,8,22,1,0,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108614,191,2018,8,22,1,2,0,2,0,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108623,92,2018,8,22,1,0,0,1,0,0,0,0,112.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108632,112,2018,8,22,1,4,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108641,27,2018,8,22,1,2,0,2,0,0,0,0,151.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108650,85,2018,8,22,1,5,0,3,0,0,0,0,165.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108659,190,2018,8,22,3,6,0,2,0,0,0,0,128.92,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108668,8,2018,8,22,1,1,0,2,0,0,0,0,128.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108677,93,2018,8,22,1,3,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108686,141,2018,8,22,1,2,0,2,1,0,0,0,94.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108695,131,2018,8,22,1,3,0,2,0,0,0,0,92.25,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108704,101,2018,8,22,1,3,0,2,0,0,0,0,72.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-08-22,31,19,13.9,0.0
108713,148,2018,8,22,1,4,0,2,0,0,0,0,96.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108722,37,2018,8,22,1,4,0,2,0,0,0,0,105.33,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108731,191,2018,8,22,1,2,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108740,178,2018,8,22,1,3,0,3,0,0,0,0,127.93,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108749,48,2018,8,22,1,1,0,2,0,0,0,0,144.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108758,50,2018,8,22,3,6,0,3,0,0,0,0,159.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108767,169,2018,8,22,1,3,0,2,0,0,0,0,62.73,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108776,21,2018,8,22,1,3,0,2,2,0,0,0,231.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108785,147,2018,8,22,1,2,0,2,0,0,0,0,118.8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108794,44,2018,8,22,1,2,0,2,0,0,0,0,125.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108803,40,2018,8,22,3,5,0,3,1,0,0,0,183.74,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2018-08-22,31,19,13.9,0.0
108812,39,2018,8,22,1,0,0,1,1,0,0,0,144.9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108821,141,2018,8,22,1,3,0,3,0,0,0,0,135.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108830,179,2018,8,22,1,0,0,3,0,0,0,0,137.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108839,139,2018,8,22,2,5,0,2,0,0,0,0,107.87,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108848,236,2018,8,22,1,4,0,2,0,0,0,0,90.95,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108857,155,2018,8,22,2,5,0,2,0,0,0,0,96.12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108866,141,2018,8,22,1,2,0,1,0,0,0,0,77.62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108875,233,2018,8,22,1,4,0,2,2,0,0,0,158.95,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108884,43,2018,8,22,1,4,0,2,1,0,0,0,152.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108893,211,2018,8,22,1,4,0,3,0,0,0,0,121.55,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-08-22,31,19,13.9,0.0
108902,65,2018,9,22,0,1,0,2,0,0,0,0,135.9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108910,144,2018,9,22,1,3,0,3,0,0,0,0,213.3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108918,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
108926,2,2018,9,22,0,1,0,2,0,0,0,0,155.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108934,9,2018,9,22,0,1,0,1,0,0,0,0,119.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108942,19,2018,9,22,0,2,0,2,0,0,0,0,169.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108950,174,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
108958,174,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
108966,28,2018,9,22,1,3,0,2,2,0,0,0,220.53,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108974,14,2018,9,22,0,1,0,1,0,0,0,0,184.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108982,20,2018,9,22,0,3,0,2,0,0,0,0,134.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
108990,1,2018,9,22,0,1,0,2,0,0,0,0,107.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
108998,332,2018,9,22,1,3,0,2,0,0,0,0,77.23,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109006,276,2018,9,22,0,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109014,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109022,47,2018,9,22,0,3,0,2,0,0,0,0,104.88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109030,144,2018,9,22,1,3,0,2,0,0,0,0,129.6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109038,144,2018,9,22,0,3,0,2,0,0,0,0,129.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109046,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109054,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109062,132,2018,9,22,0,3,0,3,0,0,0,0,162.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109070,143,2018,9,22,1,3,0,2,0,0,0,0,129.6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109078,276,2018,9,22,0,3,0,2,0,0,0,0,58.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109086,41,2018,9,22,1,3,0,2,0,0,0,0,118.96,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109094,237,2018,9,22,1,3,0,2,0,0,0,0,87.67,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109102,182,2018,9,22,2,5,0,2,0,0,0,0,90.95,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109110,144,2018,9,22,1,3,0,2,0,0,0,0,118.8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109118,16,2018,9,22,0,1,0,2,0,0,0,0,184.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109126,110,2018,9,22,1,3,0,2,0,0,0,0,149.4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109134,19,2018,9,22,1,3,0,2,0,0,0,0,141.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109142,20,2018,9,22,0,3,0,2,0,0,0,0,134.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109150,1,2018,9,22,0,1,0,1,0,0,0,0,175.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109158,1,2018,9,22,1,3,0,2,0,0,0,0,176.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109166,260,2018,9,22,0,3,0,2,0,0,0,0,113.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109174,9,2018,9,22,0,1,0,2,0,0,0,0,149.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109182,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109190,132,2018,9,22,0,3,0,3,0,0,0,0,162.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109198,332,2018,9,22,1,3,0,2,0,0,0,0,77.23,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109206,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109214,198,2018,9,22,0,3,0,3,0,0,0,0,159.3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109222,2,2018,9,22,0,1,0,1,0,0,0,0,153.62,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109230,14,2018,9,22,0,1,0,1,0,0,0,0,184.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109238,332,2018,9,22,1,3,0,2,0,0,0,0,77.23,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109246,1,2018,9,22,0,1,0,1,0,0,0,0,175.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109254,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109262,3,2018,9,22,0,1,0,1,0,0,0,0,166.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-22,26,18,12.0,0.0
109270,132,2018,9,22,0,3,0,3,0,0,0,0,162.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109278,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109286,1,2018,9,22,0,2,0,3,0,0,0,0,198.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109294,184,2018,9,22,2,3,0,2,0,0,0,0,137.28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109302,1,2018,9,22,1,3,0,3,0,0,0,0,198.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109310,94,2018,9,22,0,3,0,1,0,0,0,0,85.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109318,2,2018,9,22,0,1,0,2,0,0,0,0,195.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109326,2,2018,9,22,0,1,0,2,0,0,0,0,210.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109334,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109342,260,2018,9,22,0,3,0,2,0,0,0,0,113.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109350,260,2018,9,22,0,3,0,2,0,0,0,0,113.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109358,66,2018,9,22,0,1,0,2,0,0,0,0,125.1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109366,187,2018,9,22,1,3,0,2,0,0,0,0,119.85,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109374,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109382,1,2018,9,22,0,1,0,1,0,0,0,0,188.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109390,2,2018,9,22,0,1,0,1,0,0,0,0,194.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-22,26,18,12.0,0.0
109398,1,2018,9,22,0,1,0,2,0,0,0,0,107.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109406,276,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109414,276,2018,9,22,0,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109422,276,2018,9,22,0,3,0,2,0,0,0,0,116.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
109430,174,2018,9,22,0,3,0,1,0,0,0,0,95.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-22,26,18,12.0,0.0
