date,maxtemp,mintemp,sunhour,totalsnow
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-01-30,10,2,7.5,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-01-31,8,2,7.5,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-01,7,4,7.5,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-02,8,2,9.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-03,7,0,9.3,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-04,6,-2,9.8,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-05,6,1,7.5,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-06,6,2,7.5,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-07,7,2,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-08,8,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-09,8,0,8.0,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-10,9,-2,10.0,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-11,7,-2,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-12,6,1,8.3,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-13,6,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-14,7,-3,10.0,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-15,7,-4,10.0,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-16,10,-1,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-17,7,1,7.5,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-18,8,0,9.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-19,6,1,10.0,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-20,7,-1,10.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-02-21,8,-1,10.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-02-22,5,0,7.5,0
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-02-23,6,0,8.3,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-02-24,9,3,10.0,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-02-25,1,-2,8.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-02-26,0,-5,10.5,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-02-27,-1,-7,10.3,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-02-28,0,-6,11.0,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-01,1,-5,9.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-02,1,-4,9.0,2
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-03,3,-4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-04,5,-3,11.6,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-05,7,0,9.3,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-06,7,2,9.0,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-07,7,1,9.5,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-08,12,-1,11.7,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-09,12,2,11.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-10,9,3,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-11,8,4,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-12,12,5,10.5,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-13,14,3,11.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-14,15,1,11.9,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-15,9,3,9.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-16,13,5,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-17,8,6,9.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-18,9,5,9.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-19,5,2,9.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-20,8,1,11.0,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-21,8,-2,10.8,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-22,10,-3,12.0,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-23,12,-2,12.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-03-24,10,1,12.0,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-03-25,11,3,12.0,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-03-26,13,1,12.0,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-03-27,14,2,12.0,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-03-28,14,4,11.5,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-03-29,10,7,9.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-03-30,14,7,10.8,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-03-31,11,7,9.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-01,15,4,12.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-02,13,3,12.5,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-03,12,5,11.3,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-04,11,6,9.8,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-05,14,7,12.0,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-06,15,4,13.0,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-07,15,8,12.3,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-08,15,8,13.0,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-09,14,8,10.5,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-10,14,8,11.3,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-11,14,4,11.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-12,14,9,11.0,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-13,15,7,13.3,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-14,16,5,13.7,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-15,21,7,12.8,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-16,21,9,13.3,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-17,22,10,12.3,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-18,22,9,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-19,23,10,13.8,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-20,25,10,13.9,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-21,26,11,13.9,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-22,24,11,13.9,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-04-23,24,10,14.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-04-24,24,10,13.5,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-05-02,14,11,11.0,0
2018-04-25,23,11,14.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-05-02,14,11,11.0,0
2018-05-03,19,10,12.0,0
2018-04-26,23,12,13.8,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-05-02,14,11,11.0,0
2018-05-03,19,10,12.0,0
2018-05-04,20,12,11.5,0
2018-04-27,20,12,12.3,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-05-02,14,11,11.0,0
2018-05-03,19,10,12.0,0
2018-05-04,20,12,11.5,0
2018-05-05,22,12,13.5,0
2018-04-28,22,11,13.8,0
2018-04-29,21,11,13.0,0
2018-04-30,18,12,13.5,0
2018-05-01,18,9,13.0,0
2018-05-02,14,11,11.0,0
2018-05-03,19,10,12.0,0
2018-05-04,20,12,11.5,0
2018-05-05,22,12,13.5,0
2018-05-06,25,13,14.3,0
2018-04-29,21,11,13.0,0
