BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
17936,87,2018,10,23,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,1,Not_Canceled
17937,180,2018,10,10,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,1,Canceled
17938,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,Not_Canceled
17939,91,2018,6,18,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,0,Canceled
17940,11,2018,11,5,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,140,1,Canceled
17941,157,2018,7,14,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,121.5,2,Canceled
17942,264,2018,10,28,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Canceled
17943,33,2018,3,13,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,95.4,0,Not_Canceled
17944,99,2018,2,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,81,0,Not_Canceled
17945,5,2018,2,24,0,4,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,80,0,Not_Canceled
17946,6,2018,9,25,2,2,Meal Plan 1,0,Room_Type 7,1,0,Online,0,0,0,211.41,1,Not_Canceled
17947,53,2018,4,25,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,119.1,1,Canceled
17948,9,2018,4,10,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,105,0,Not_Canceled
17949,226,2018,9,1,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,1,Not_Canceled
17950,46,2018,9,20,0,3,Meal Plan 1,0,Room_Type 7,3,0,Online,0,0,0,243.9,1,Canceled
17951,64,2018,11,21,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.4,2,Not_Canceled
17952,257,2017,7,1,0,2,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,80,0,Not_Canceled
17953,115,2018,2,27,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,86,0,Not_Canceled
17954,103,2018,7,14,0,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,137.7,1,Not_Canceled
17955,3,2018,3,31,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,106,1,Not_Canceled
17956,4,2017,8,17,1,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,134.17,2,Canceled
17957,36,2018,9,1,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,126,1,Canceled
17958,14,2017,8,24,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,1,Not_Canceled
17959,77,2018,3,23,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.83,0,Canceled
17960,34,2017,9,23,0,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,224.67,0,Canceled
17961,70,2018,7,31,1,0,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,127.8,0,Canceled
17962,113,2018,5,31,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,100,0,Canceled
17963,26,2017,9,5,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,116.85,1,Canceled
17964,69,2018,9,11,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,1,Not_Canceled
17965,7,2017,12,29,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,65,0,Not_Canceled
17966,46,2018,3,18,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,112.5,0,Canceled
17967,55,2018,12,10,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.2,2,Not_Canceled
17968,30,2018,6,2,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,140,0,Not_Canceled
17969,131,2018,10,10,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,108,0,Canceled
17970,40,2017,10,24,0,1,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,159.3,0,Not_Canceled
17971,40,2018,9,27,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,1,Canceled
17972,83,2017,7,6,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,Canceled
17973,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,60,0,Canceled
17974,7,2018,10,17,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,70,1,Not_Canceled
17975,36,2018,3,12,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,114.3,1,Canceled
17976,117,2018,6,16,1,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,150.45,0,Canceled
17977,116,2018,8,6,2,1,Meal Plan 1,0,Room_Type 5,3,0,Offline,0,0,0,113.56,0,Canceled
17978,217,2018,8,17,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88.5,0,Canceled
17979,69,2018,9,11,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,Canceled
17980,3,2018,2,29,1,2,Meal Plan 1,0,Room_Type 5,1,0,Corporate,0,0,0,107,0,Not_Canceled
17981,119,2018,8,13,2,6,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.25,0,Not_Canceled
17982,161,2018,4,22,1,2,Meal Plan 1,0,Room_Type 2,2,0,Offline,0,0,0,80,0,Not_Canceled
17983,176,2018,9,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,125.1,0,Canceled
17984,34,2017,9,23,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,224.67,0,Canceled
17985,118,2018,6,6,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110,0,Not_Canceled
17986,16,2018,2,5,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,64.22,0,Not_Canceled
17987,95,2018,6,3,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,137.4,3,Not_Canceled
17988,107,2018,4,25,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,65.49,0,Not_Canceled
17989,63,2018,5,16,1,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,130,1,Canceled
17990,91,2018,6,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,0,Canceled
17991,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Not_Canceled
17992,54,2018,6,20,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,90.95,0,Not_Canceled
17993,12,2018,11,16,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,80.8,0,Not_Canceled
17994,2,2018,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,109.65,0,Not_Canceled
17995,41,2018,10,27,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109,2,Not_Canceled
17996,20,2018,2,8,3,5,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,86,1,Canceled
17997,40,2018,7,26,0,1,Meal Plan 2,0,Room_Type 1,3,0,Offline,0,0,0,180,0,Not_Canceled
17998,172,2018,8,23,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102.3,0,Canceled
17999,22,2018,8,1,1,0,Meal Plan 1,1,Room_Type 1,1,1,Online,0,0,0,138,1,Not_Canceled
18000,37,2018,11,12,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,67.5,0,Not_Canceled
18001,14,2018,4,15,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,142,1,Not_Canceled
18002,159,2018,7,7,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,146.7,0,Canceled
18003,219,2017,9,4,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,76.67,0,Not_Canceled
18004,17,2018,3,4,3,7,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,83.4,0,Canceled
18005,322,2018,5,19,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80,0,Canceled
18006,71,2018,5,1,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,132.6,0,Canceled
18007,99,2018,4,8,0,2,Not Selected,0,Room_Type 2,2,0,Online,0,0,0,85.5,1,Canceled
18008,124,2017,8,8,2,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,94.5,0,Not_Canceled
18009,66,2018,5,9,1,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,152.15,1,Not_Canceled
18010,48,2018,3,7,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,73.95,1,Canceled
18011,279,2018,10,10,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,1,Not_Canceled
18012,19,2017,10,6,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,1,1,0,80,0,Not_Canceled
18013,43,2017,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,Not_Canceled
18014,174,2018,8,6,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,Canceled
18015,11,2017,10,23,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,88.5,0,Not_Canceled
18016,301,2018,11,18,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,52,0,Canceled
18017,8,2018,3,1,0,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,4,41,1,Not_Canceled
18018,55,2018,10,20,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,139.5,2,Not_Canceled
18019,17,2017,10,5,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,75,0,Not_Canceled
18020,84,2018,4,8,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,0,Canceled
18021,30,2018,10,27,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Not_Canceled
18022,139,2018,7,4,1,2,Meal Plan 2,0,Room_Type 6,2,2,Online,0,0,0,228.6,2,Canceled
18023,5,2018,11,17,2,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.33,0,Canceled
18024,69,2018,6,12,2,4,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,0,Canceled
18025,285,2018,10,3,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,100,0,Canceled
18026,77,2018,6,1,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,0,Canceled
18027,4,2017,10,19,1,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90,0,Not_Canceled
18028,31,2018,12,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,74.88,0,Not_Canceled
18029,34,2017,9,23,0,1,Meal Plan 3,0,Room_Type 1,2,0,Offline,0,0,0,206,0,Canceled
18030,19,2018,11,14,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,64.67,1,Not_Canceled
18031,121,2018,12,24,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,88.4,1,Not_Canceled
18032,2,2017,9,5,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,75,0,Not_Canceled
18033,178,2018,10,24,1,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,106.25,1,Canceled
18034,0,2018,10,29,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,117.04,0,Not_Canceled
18035,279,2018,10,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,110,0,Canceled
18036,197,2017,12,29,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.43,0,Not_Canceled
18037,69,2018,6,12,2,4,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120,0,Canceled
18038,69,2018,6,12,2,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,0,Canceled
18039,257,2017,7,1,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Canceled
18040,18,2018,5,9,1,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,88.8,0,Not_Canceled
18041,110,2018,7,8,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114.3,1,Not_Canceled
18042,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,87,0,Not_Canceled
18043,64,2018,8,14,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,135.9,1,Not_Canceled
18044,221,2017,10,10,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65,0,Not_Canceled
18045,30,2017,9,30,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,121,0,Not_Canceled
18046,10,2018,10,14,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,119,0,Not_Canceled
18047,98,2018,10,26,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.1,0,Canceled
18048,53,2017,12,29,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81,1,Not_Canceled
18049,276,2018,5,13,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,61,0,Canceled
18050,14,2018,7,21,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,105,0,Not_Canceled
18051,48,2018,10,17,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,158.4,2,Not_Canceled
18052,3,2018,1,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,86,0,Not_Canceled
18053,41,2018,4,1,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,107.1,0,Not_Canceled
18054,2,2018,10,4,0,4,Meal Plan 1,0,Room_Type 6,2,0,Online,0,0,0,175.56,1,Not_Canceled
18055,193,2018,6,20,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,Canceled
18056,1,2018,8,20,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,139,0,Not_Canceled
18057,44,2018,11,19,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,98.8,1,Canceled
18058,80,2018,11,12,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.6,0,Canceled
18059,35,2018,10,20,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,Not_Canceled
18060,244,2018,10,30,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,68.25,1,Not_Canceled
18061,172,2018,8,12,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,99.45,1,Not_Canceled
18062,39,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,65,0,Not_Canceled
18063,0,2018,10,5,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,3,95,0,Not_Canceled
18064,11,2018,8,20,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,141,2,Not_Canceled
18065,122,2018,3,27,2,1,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,86,0,Not_Canceled
18066,22,2018,1,28,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.3,1,Not_Canceled
18067,245,2018,10,28,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Canceled
18068,0,2018,9,9,0,1,Meal Plan 1,0,Room_Type 4,2,0,Complementary,0,0,0,0,1,Not_Canceled
18069,74,2017,9,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,Not_Canceled
18070,21,2018,5,4,0,1,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,165,1,Not_Canceled
18071,142,2018,7,12,0,5,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,130.05,0,Canceled
18072,102,2018,10,9,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108,1,Not_Canceled
18073,4,2018,2,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,81,0,Not_Canceled
18074,15,2018,1,26,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,79,0,Not_Canceled
18075,65,2018,3,20,2,2,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,161.5,0,Canceled
18076,72,2018,7,21,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,122.4,1,Not_Canceled
18077,40,2018,10,11,0,3,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,96.3,0,Not_Canceled
18078,158,2018,7,24,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89.25,0,Canceled
18079,10,2017,8,20,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,106.5,2,Not_Canceled
18080,3,2017,8,11,0,2,Meal Plan 1,1,Room_Type 1,1,2,Online,0,0,0,107,0,Not_Canceled
18081,69,2017,9,30,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,71.4,0,Not_Canceled
18082,85,2018,8,24,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,177.3,0,Not_Canceled
18083,68,2018,2,26,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.3,0,Not_Canceled
18084,41,2018,4,21,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,81.08,0,Canceled
18085,299,2018,9,17,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,100.3,0,Canceled
18086,168,2018,7,2,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,62.18,1,Not_Canceled
18087,0,2017,10,27,0,2,Meal Plan 1,1,Room_Type 1,1,0,Corporate,1,0,1,65,0,Not_Canceled
18088,32,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,73,0,Not_Canceled
18089,6,2017,12,27,2,0,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,75,0,Not_Canceled
18090,313,2018,12,23,3,7,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,77.69,0,Canceled
18091,44,2018,6,18,1,1,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,96.3,0,Not_Canceled
18092,164,2018,7,29,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89.25,1,Canceled
18093,147,2018,8,6,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114.3,1,Canceled
18094,57,2018,6,10,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90.67,1,Not_Canceled
18095,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,Not_Canceled
18096,8,2017,11,4,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,83,0,Not_Canceled
18097,26,2018,9,25,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,139,1,Not_Canceled
18098,2,2018,6,2,0,1,Meal Plan 1,0,Room_Type 5,1,0,Corporate,0,0,0,109,0,Not_Canceled
18099,175,2018,7,10,4,6,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,99.45,1,Not_Canceled
18100,140,2018,8,9,0,5,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,82.45,0,Not_Canceled
18101,5,2017,10,28,0,4,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,Not_Canceled
18102,5,2018,1,15,5,12,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,88.12,1,Not_Canceled
18103,22,2018,2,12,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,80.8,0,Canceled
18104,27,2018,10,29,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,110,1,Not_Canceled
18105,119,2018,9,2,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,131.4,0,Canceled
18106,48,2018,9,2,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,142.2,2,Not_Canceled
18107,25,2018,10,5,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,149,1,Not_Canceled
18108,19,2017,10,1,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,111.75,1,Canceled
18109,190,2017,9,8,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.5,1,Not_Canceled
18110,55,2018,4,6,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,104,0,Not_Canceled
18111,58,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,1,Not_Canceled
18112,0,2018,4,23,1,1,Meal Plan 1,1,Room_Type 1,1,0,Online,0,0,0,123,0,Not_Canceled
18113,8,2018,1,27,0,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,102,1,Not_Canceled
18114,30,2018,4,13,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,99,0,Canceled
18115,108,2018,4,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.3,0,Not_Canceled
18116,80,2018,7,25,1,1,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,93.25,1,Not_Canceled
18117,1,2018,8,3,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,139,2,Not_Canceled
18118,64,2018,9,28,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,101.52,0,Not_Canceled
18119,102,2018,4,14,1,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,77.78,1,Not_Canceled
18120,149,2018,7,23,0,1,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,77.85,2,Not_Canceled
18121,3,2017,10,1,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,1,Not_Canceled
18122,377,2018,10,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
18123,59,2018,3,17,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81.3,1,Not_Canceled
18124,320,2018,8,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
18125,13,2018,8,1,1,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115,1,Not_Canceled
18126,77,2017,12,31,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.93,1,Not_Canceled
18127,1,2018,10,2,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,154,1,Not_Canceled
18128,247,2018,6,6,1,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,115,1,Canceled
18129,49,2017,11,6,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60,0,Not_Canceled
18130,62,2018,9,14,0,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,0,Not_Canceled
18131,12,2018,7,19,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,87.78,2,Not_Canceled
18132,29,2018,9,25,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,154.93,2,Not_Canceled
18133,3,2018,11,10,0,1,Meal Plan 1,0,Room_Type 4,1,0,Aviation,0,0,0,95,0,Not_Canceled
18134,275,2018,10,1,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,106.2,0,Canceled
18135,50,2018,3,29,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.1,2,Not_Canceled
18136,72,2018,4,4,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,61.21,1,Not_Canceled
18137,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,100,0,Not_Canceled
18138,3,2017,8,2,1,0,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,1,Not_Canceled
18139,143,2018,7,2,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,112,1,Not_Canceled
18140,275,2018,4,17,2,0,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,110,0,Canceled
18141,0,2018,3,9,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,14,65,1,Not_Canceled
18142,42,2018,8,20,1,1,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,216.9,2,Not_Canceled
18143,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,1,0,Online,0,0,0,80,0,Canceled
18144,141,2018,9,23,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,163.8,1,Not_Canceled
18145,166,2018,6,19,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,100.3,1,Canceled
18146,34,2018,6,28,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,76.5,0,Not_Canceled
18147,56,2017,10,21,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,3,Not_Canceled
18148,40,2018,3,23,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108.5,1,Not_Canceled
18149,175,2018,8,2,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,0,Canceled
18150,103,2017,7,18,2,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,Canceled
18151,9,2018,1,19,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.3,1,Not_Canceled
18152,3,2018,5,30,1,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,3,65,0,Not_Canceled
18153,10,2018,9,5,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,164,1,Not_Canceled
18154,148,2018,5,5,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,0,Not_Canceled
18155,3,2018,2,6,2,6,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79,0,Canceled
18156,63,2018,7,23,2,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,121.5,0,Canceled
18157,34,2017,9,23,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,224.67,0,Canceled
18158,11,2017,12,11,0,2,Meal Plan 1,0,Room_Type 4,2,0,Complementary,0,0,0,0,1,Not_Canceled
18159,9,2018,5,9,1,3,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,141,0,Canceled
18160,89,2017,8,11,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,Canceled
18161,20,2018,6,28,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,76.5,0,Not_Canceled
18162,1,2017,9,3,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105,0,Not_Canceled
18163,213,2018,6,7,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,130,0,Canceled
18164,54,2018,7,25,1,5,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,2,Not_Canceled
18165,8,2017,10,6,0,1,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0,0,Not_Canceled
