,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online
10419,11,2018,11,16,0,4,0,2,0,0,0,0,80.75,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10420,10,2017,10,20,0,3,0,2,0,0,0,0,126.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10421,247,2018,6,6,1,1,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10422,39,2017,8,14,0,2,0,1,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10423,1,2017,9,30,0,1,0,2,0,0,0,0,112.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10424,280,2018,9,19,1,2,0,2,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10425,111,2018,10,10,1,0,0,1,0,0,0,0,120.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10426,30,2018,12,3,0,1,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10427,245,2018,6,17,0,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10428,228,2018,5,22,2,0,0,2,0,0,0,0,106.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10429,45,2018,11,19,1,1,0,1,0,0,0,0,86.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10430,26,2018,5,19,0,1,0,3,0,0,0,0,177.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10431,166,2018,11,1,0,3,0,1,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10432,65,2018,7,28,0,2,0,3,0,0,0,0,123.93,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10433,36,2018,5,7,0,1,0,2,0,0,0,0,104.49,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10434,268,2018,10,1,1,1,0,2,0,0,0,0,95.4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10435,68,2018,4,11,1,2,0,2,1,0,0,0,90.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10436,4,2018,10,29,0,1,0,2,0,0,0,0,140.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10437,115,2018,10,22,2,3,0,2,0,0,0,0,107.64,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10438,11,2018,11,19,1,1,0,2,0,0,0,0,90.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10439,1,2017,9,10,0,1,0,2,0,0,0,0,114.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10440,0,2018,3,2,0,1,0,1,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10441,1,2018,5,31,0,2,0,2,0,0,0,0,119.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10442,168,2018,4,22,1,2,0,2,0,0,0,0,85.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10443,14,2018,5,23,1,2,0,1,0,0,0,0,127.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10444,71,2018,4,7,0,3,0,2,2,0,0,0,171.3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10445,28,2018,5,20,0,2,0,2,0,0,0,0,156.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10447,118,2018,6,6,1,2,0,1,0,0,0,0,110.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10448,245,2018,7,6,2,4,0,1,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10449,361,2018,11,4,0,1,0,1,0,1,1,0,91.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10450,82,2018,8,14,2,2,0,2,0,0,0,0,112.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10451,36,2018,6,29,0,4,0,3,0,0,0,0,150.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10452,71,2018,6,14,0,3,0,1,0,0,0,0,120.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10453,42,2018,3,11,0,2,0,2,0,0,0,0,81.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10454,186,2018,11,3,0,1,0,3,0,0,0,0,123.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10455,38,2018,8,4,2,5,0,2,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10456,56,2018,3,22,0,3,0,2,0,0,0,0,79.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10457,34,2018,6,19,2,1,0,1,0,0,0,0,81.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10458,151,2018,1,19,0,3,0,1,0,0,0,0,71.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10459,124,2018,4,14,1,3,0,2,0,0,0,0,87.55,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10460,141,2018,7,16,1,1,0,4,0,0,0,0,137.7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
10461,2,2018,3,30,0,1,0,1,0,0,0,0,89.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10462,160,2018,7,18,1,3,0,2,1,0,0,0,110.5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10463,19,2018,3,18,0,2,0,2,0,0,0,0,147.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10464,49,2018,3,19,2,1,0,2,0,0,0,0,121.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10465,3,2018,9,26,1,0,0,1,0,0,0,0,195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10466,34,2018,2,8,1,4,0,1,0,0,0,0,73.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10467,39,2017,8,14,0,2,0,2,0,0,0,0,101.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10468,110,2018,8,1,1,5,1,2,0,0,0,0,129.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10469,180,2018,10,10,1,2,0,2,0,0,0,0,130.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
10470,40,2018,12,1,1,3,0,2,0,0,0,0,74.8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10471,1,2017,8,4,0,2,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10472,7,2018,5,21,1,1,0,2,0,0,0,0,112.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10473,32,2018,3,26,0,1,0,3,0,0,0,0,168.3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10474,128,2018,6,27,1,2,0,2,0,0,0,0,85.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10475,39,2018,11,7,1,3,0,2,0,0,0,0,174.25,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10476,157,2018,6,14,0,3,0,2,0,0,0,0,132.9,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10477,58,2017,11,18,0,4,0,2,0,0,0,0,60.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10478,47,2018,8,28,1,0,0,2,0,0,0,0,109.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10479,290,2018,6,17,1,2,0,2,0,0,0,0,72.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10480,191,2018,8,8,1,3,0,2,0,0,0,0,131.75,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10481,84,2018,8,5,2,2,0,3,0,0,0,0,150.3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10482,74,2017,9,18,0,2,0,1,0,0,0,0,87.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10483,6,2018,11,23,0,2,0,1,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10484,134,2018,10,15,2,1,0,2,1,0,0,0,135.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10485,4,2017,11,4,0,4,0,1,0,0,0,0,101.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10486,86,2018,5,20,1,2,0,2,0,0,0,0,65.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10487,10,2018,2,19,0,1,0,1,0,0,0,0,72.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10488,1,2018,7,5,0,2,0,1,0,0,0,0,99.33,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10489,139,2018,10,8,2,1,0,2,0,0,0,0,118.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10490,3,2018,5,10,0,2,0,2,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10491,85,2018,3,29,0,4,0,2,0,0,0,0,82.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10492,106,2018,8,24,0,4,0,3,0,0,0,0,152.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10493,113,2018,5,9,1,3,0,1,0,0,0,0,89.25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10494,4,2018,4,11,1,2,0,2,2,0,0,0,191.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10495,71,2018,8,26,2,2,0,2,0,0,0,0,131.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10496,60,2018,12,8,0,3,0,3,0,0,0,0,126.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10497,142,2018,10,5,0,3,0,2,0,0,0,0,108.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10498,9,2018,4,27,0,3,0,2,0,0,0,0,131.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10499,2,2018,4,20,0,1,1,1,0,1,0,5,67.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10500,58,2018,4,11,1,3,0,2,0,0,0,0,99.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10501,253,2017,9,12,2,5,0,1,0,0,0,0,80.75,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10502,12,2018,12,10,2,2,0,2,0,0,0,0,89.89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10503,23,2018,1,2,2,1,0,2,0,0,0,0,109.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10504,16,2018,1,22,0,2,0,2,0,0,0,0,80.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10505,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10506,15,2018,3,3,0,3,0,2,2,0,0,0,242.33,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10507,0,2018,9,19,1,1,0,1,0,0,0,0,185.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10508,109,2018,7,27,0,1,0,2,0,0,0,0,94.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10509,292,2018,7,21,0,2,0,1,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10510,265,2018,6,24,0,2,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10512,99,2018,10,21,2,3,0,2,2,0,0,0,236.52,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10513,35,2018,9,26,1,1,0,2,1,0,0,0,133.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10514,120,2018,7,18,1,1,0,2,0,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10515,17,2017,8,29,0,1,0,2,3,0,0,0,153.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10516,40,2017,12,26,2,2,0,2,0,0,0,0,63.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10517,3,2018,2,26,0,2,0,2,0,0,0,0,31.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10518,3,2018,2,12,0,2,0,2,0,0,0,0,81.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10519,14,2018,2,18,0,2,0,1,0,0,0,0,85.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10520,38,2018,6,1,0,2,0,1,0,0,0,0,99.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10521,65,2018,10,17,1,3,0,2,0,0,0,0,118.8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10522,137,2018,8,26,0,2,0,2,0,0,0,0,96.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10523,12,2017,11,7,2,1,1,2,0,0,0,0,114.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10524,23,2018,3,22,0,3,0,2,2,0,0,0,230.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10525,37,2018,10,29,2,2,0,2,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10526,58,2018,4,24,2,1,0,2,0,0,0,0,81.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10527,291,2018,8,19,0,2,0,2,0,0,0,0,115.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10528,2,2017,12,24,0,1,0,2,0,0,0,0,67.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10529,3,2018,6,20,1,0,1,2,0,0,0,0,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
10530,126,2018,5,4,0,4,0,3,0,0,0,0,106.03,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10531,131,2018,10,10,1,0,0,1,0,0,0,0,108.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10532,20,2018,2,8,1,1,0,2,0,0,0,0,83.8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10533,0,2017,12,7,1,0,0,2,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10534,233,2018,10,14,1,2,0,2,0,0,0,0,90.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10535,305,2018,11,4,1,2,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10536,101,2018,3,18,0,2,0,2,0,0,0,0,78.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10537,79,2018,11,19,2,5,0,2,0,0,0,0,91.2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10538,45,2018,10,20,0,1,0,2,0,0,0,0,107.1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10539,302,2018,8,2,2,8,0,2,0,0,0,0,65.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10540,202,2018,10,15,2,1,0,2,0,0,0,0,120.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10541,67,2018,9,5,1,2,0,2,0,0,0,0,75.54,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10542,146,2018,4,24,2,0,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10543,2,2018,10,30,1,0,0,1,0,0,0,0,110.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10544,5,2018,10,5,0,2,0,1,0,1,0,6,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10545,239,2018,12,26,1,4,0,2,1,0,0,0,92.65,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10546,309,2018,5,13,1,2,0,2,0,0,0,0,101.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10547,42,2017,9,8,2,7,0,2,0,0,0,0,79.64,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10548,154,2018,6,29,1,4,0,2,0,0,0,0,72.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10549,61,2018,5,4,0,1,0,3,0,0,0,0,159.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10550,22,2018,12,8,2,3,0,2,0,0,0,0,90.78,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10551,23,2018,1,2,2,1,0,1,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10552,6,2018,1,29,2,2,0,2,0,0,0,0,72.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10553,29,2018,3,23,2,5,0,1,0,0,0,0,71.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10554,61,2017,12,28,1,3,0,2,0,0,0,0,92.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10555,76,2018,5,16,1,2,0,2,0,0,0,0,116.1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10556,27,2018,11,23,0,4,0,2,0,0,0,0,68.07,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10557,43,2017,10,13,0,1,0,1,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10558,64,2018,12,17,1,1,1,1,0,1,0,5,67.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10559,150,2018,6,16,0,3,0,2,0,0,0,0,90.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10560,18,2018,3,25,0,2,0,2,0,0,0,0,79.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10561,179,2018,8,23,0,3,0,2,0,0,0,0,91.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10562,9,2018,12,16,1,2,0,2,0,0,0,0,78.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10563,84,2018,4,1,1,2,0,1,0,0,0,0,87.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10564,319,2018,11,29,0,4,0,2,0,0,0,0,63.75,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10565,65,2018,6,20,1,1,0,2,0,0,0,0,126.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10566,85,2018,4,17,2,1,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10567,3,2018,1,9,1,1,0,2,0,0,0,0,67.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10568,9,2018,10,2,2,1,0,2,0,0,0,0,85.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10569,126,2018,7,18,2,5,0,2,0,0,0,0,134.18,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10570,166,2018,11,1,0,3,0,1,0,0,0,0,110.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10571,85,2018,4,28,1,3,0,3,0,0,0,0,143.23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10572,64,2018,9,5,1,2,0,2,0,0,0,0,115.5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10573,162,2017,9,17,0,3,0,2,0,0,0,0,35.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10574,256,2018,6,15,0,2,0,1,0,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10575,5,2018,4,21,2,3,0,2,0,0,0,0,125.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10576,0,2018,10,17,1,0,0,1,0,1,0,1,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10577,91,2018,10,20,0,3,0,2,0,0,0,0,132.3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10578,386,2018,10,23,2,0,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10579,99,2018,2,19,0,1,0,1,0,0,0,0,81.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10580,28,2018,2,8,1,3,0,2,0,0,0,0,66.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10581,27,2018,11,12,2,1,0,2,0,0,0,0,119.33,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10582,77,2018,7,7,1,3,0,2,0,0,0,0,129.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10583,3,2018,6,24,0,2,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10584,162,2018,3,8,0,5,0,2,0,0,0,0,62.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
10585,302,2018,9,16,1,2,0,2,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10586,160,2017,12,30,0,3,0,2,0,0,0,0,70.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10587,49,2018,12,8,1,3,1,2,0,0,0,0,83.8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10588,67,2018,4,3,2,1,0,2,0,0,0,0,109.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10589,35,2018,3,4,0,2,0,2,0,0,0,0,73.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10590,73,2018,4,26,0,2,0,2,0,0,0,0,74.15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10591,21,2018,3,4,0,1,0,1,0,0,0,0,85.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10592,5,2017,10,19,1,3,1,1,0,0,0,0,135.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10593,48,2018,9,14,0,2,0,3,0,0,0,0,175.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10594,322,2018,12,9,0,2,0,2,0,0,0,0,52.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10595,286,2018,9,16,0,2,0,2,0,0,0,0,117.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10596,19,2017,10,5,1,0,0,2,0,0,0,0,82.39,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10597,164,2017,10,2,0,2,0,1,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10598,86,2017,9,9,0,2,0,2,0,0,0,0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10599,62,2018,4,1,1,2,0,2,0,0,0,0,106.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10600,62,2018,7,17,2,1,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10601,265,2018,6,24,0,2,0,2,0,0,0,0,115.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10602,53,2018,4,2,0,1,0,2,0,0,0,0,123.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10603,1,2018,2,7,2,0,0,3,0,0,0,0,130.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10604,43,2018,9,9,0,1,0,2,0,0,0,0,135.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10605,8,2018,3,26,2,1,0,2,0,0,0,0,144.33,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10606,244,2018,8,2,0,4,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10607,87,2018,6,12,2,5,0,2,0,0,0,0,134.42,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10608,57,2018,12,5,1,3,0,2,0,0,0,0,74.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10609,23,2018,6,12,1,0,0,2,0,0,0,0,94.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10610,91,2018,10,24,1,4,0,2,0,0,0,0,109.98,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10611,2,2018,6,29,0,1,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10612,210,2018,8,2,0,4,0,2,2,0,0,0,167.95,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
10613,2,2018,11,24,0,1,0,1,0,0,0,0,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10614,41,2018,3,25,0,2,0,3,0,0,0,0,159.3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10615,245,2018,6,17,0,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10616,2,2017,9,14,1,2,0,2,0,0,0,0,138.67,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10617,1,2017,9,3,0,3,0,2,0,0,0,0,130.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10618,81,2018,3,25,2,2,0,2,0,0,0,0,65.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10619,305,2018,11,4,1,2,0,2,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10620,3,2018,11,4,0,2,0,1,0,0,0,0,109.73,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10621,32,2017,11,20,0,2,0,1,0,0,0,0,73.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
